Gene stable ID,Chromosome/scaffold name,Gene name
ENSG00000172020,3,GAP43
ENSG00000235650,HSCHR6_MHC_COX,RPS18
ENSG00000079263,2,SP140
ENSG00000104611,8,SH2D4A
ENSG00000223522,2,AC093690.1
ENSG00000165511,10,C10orf25
ENSG00000169213,1,RAB3B
ENSG00000121152,2,NCAPH
ENSG00000141738,17,GRB7
ENSG00000227861,HSCHR6_MHC_APD,SAPCD1
ENSG00000169567,5,HINT1
ENSG00000135426,12,TESPA1
ENSG00000055130,7,CUL1
ENSG00000053918,11,KCNQ1
ENSG00000164543,7,STK17A
ENSG00000263007,HG388_HG400_PATCH,CRYAB
ENSG00000198692,Y,EIF1AY
ENSG00000164885,7,CDK5
ENSG00000120162,9,MOB3B
ENSG00000128463,15,EMC4
ENSG00000135974,2,C2orf49
ENSG00000240445,17,FOXO3B
ENSG00000229951,2,AC104695.3
ENSG00000105507,19,CABP5
ENSG00000147138,X,GPR174
ENSG00000110881,12,ASIC1
ENSG00000173064,12,HECTD4
ENSG00000164120,4,HPGD
ENSG00000187535,16,IFT140
ENSG00000241553,3,ARPC4
ENSG00000233890,HSCHR6_MHC_DBB,TCF19
ENSG00000011052,17,NME2
ENSG00000078596,X,ITM2A
ENSG00000117602,1,RCAN3
ENSG00000124198,20,ARFGEF2
ENSG00000112578,6,BYSL
ENSG00000238203,HSCHR6_MHC_APD,VWA7
ENSG00000205581,21,HMGN1
ENSG00000096060,6,FKBP5
ENSG00000187550,19,SBK2
ENSG00000227938,2,AC104695.4
ENSG00000124688,6,MAD2L1BP
ENSG00000120686,13,UFM1
ENSG00000237012,HSCHR6_MHC_DBB,C6orf136
ENSG00000062038,16,CDH3
ENSG00000117862,1,TXNDC12
ENSG00000227268,10,KLLN
ENSG00000147894,9,C9orf72
ENSG00000086544,19,ITPKC
ENSG00000120440,6,TTLL2
ENSG00000157851,2,DPYSL5
ENSG00000231274,19,SBK3
ENSG00000124788,6,ATXN1
ENSG00000184454,1,NCMAP
ENSG00000151327,14,FAM177A1
ENSG00000165655,10,ZNF503
ENSG00000187021,10,PNLIPRP1
ENSG00000165512,10,ZNF22
ENSG00000236208,10,C10orf71-AS1
ENSG00000218891,19,ZNF579
ENSG00000105499,19,PLA2G4C
ENSG00000101695,18,RNF125
ENSG00000119333,9,WDR34
ENSG00000171862,10,PTEN
ENSG00000135622,2,SEMA4F
ENSG00000256574,10,OR13A1
ENSG00000185527,17,PDE6G
ENSG00000118855,3,MFSD1
ENSG00000179943,19,FIZ1
ENSG00000150773,11,PIH1D2
ENSG00000229094,HSCHR6_MHC_DBB,POU5F1
ENSG00000188493,19,C19orf54
ENSG00000091527,3,CDV3
ENSG00000198315,6,ZKSCAN8
ENSG00000166523,12,CLEC4E
ENSG00000147408,8,CSGALNACT1
ENSG00000151650,10,VENTX
ENSG00000186687,5,LYRM7
ENSG00000221690,7,AC004875.1
ENSG00000239974,HSCHR6_MHC_SSTO,EGFL8
ENSG00000163013,2,FBXO41
ENSG00000223403,14,MEG9
ENSG00000150893,13,FREM2
ENSG00000144278,2,GALNT13
ENSG00000181016,7,LSMEM1
ENSG00000134758,18,RNF138
ENSG00000133422,22,MORC2
ENSG00000258659,11,TRIM34
ENSG00000131470,17,PSMC3IP
ENSG00000228333,HSCHR6_MHC_DBB,RXRB
ENSG00000160570,19,DEDD2
ENSG00000167785,19,ZNF558
ENSG00000226688,10,ENTPD1-AS1
ENSG00000115641,2,FHL2
ENSG00000174482,9,LINGO2
ENSG00000232354,3,VIPR1-AS1
ENSG00000198841,1,KTI12
ENSG00000115896,2,PLCL1
ENSG00000231116,HSCHR6_MHC_APD,VARS
ENSG00000135517,12,MIP
ENSG00000177192,12,PUS1
ENSG00000175183,12,CSRP2
ENSG00000079215,5,SLC1A3
ENSG00000114395,3,CYB561D2
ENSG00000146285,6,SCML4
ENSG00000106603,7,COA1
ENSG00000230970,3,HHATL-AS1
ENSG00000133226,1,SRRM1
ENSG00000173811,3,CCDC13-AS1
ENSG00000182648,7,LINC01006
ENSG00000253807,5,LINC01170
ENSG00000151651,10,ADAM8
ENSG00000100593,14,ISM2
ENSG00000185565,3,LSAMP
ENSG00000108479,17,GALK1
ENSG00000176422,12,SPRYD4
ENSG00000134717,1,BTF3L4
ENSG00000119335,9,SET
ENSG00000197291,17,RAMP2-AS1
ENSG00000246898,16,LINC00920
ENSG00000132623,20,ANKEF1
ENSG00000131115,19,ZNF227
ENSG00000141540,17,TTYH2
ENSG00000226936,HSCHR6_MHC_COX,B3GALT4
ENSG00000184378,3,ACTRT3
ENSG00000105929,7,ATP6V0A4
ENSG00000196850,12,PPTC7
ENSG00000237702,7,TRBV3-1
ENSG00000258498,14,DIO3OS
ENSG00000260785,17,CASC17
ENSG00000129933,19,MAU2
ENSG00000170948,19,MBD3L1
ENSG00000093010,22,COMT
ENSG00000170468,14,AC005280.1
ENSG00000172426,6,RSPH9
ENSG00000145723,5,GIN1
ENSG00000204237,17,OXLD1
ENSG00000204221,HSCHR6_MHC_COX,WDR46
ENSG00000122729,9,ACO1
ENSG00000114796,3,KLHL24
ENSG00000111732,12,AICDA
ENSG00000206481,HSCHR6_MHC_QBL,MDC1
ENSG00000167625,19,ZNF526
ENSG00000170234,5,PWWP2A
ENSG00000137185,6,ZSCAN9
ENSG00000148459,10,PDSS1
ENSG00000185298,17,CCDC137
ENSG00000182218,14,HHIPL1
ENSG00000230316,7,FEZF1-AS1
ENSG00000225943,2,AC016907.2
ENSG00000180817,10,PPA1
ENSG00000133818,11,RRAS2
ENSG00000116044,2,NFE2L2
ENSG00000131634,16,TMEM204
ENSG00000247774,12,PCED1B-AS1
ENSG00000183020,11,AP2A2
ENSG00000174059,1,CD34
ENSG00000184277,15,TM2D3
ENSG00000120685,13,PROSER1
ENSG00000167741,17,GGT6
ENSG00000179921,2,GPBAR1
ENSG00000171443,19,ZNF524
ENSG00000170190,17,SLC16A5
ENSG00000170231,5,FABP6
ENSG00000261221,19,ZNF865
ENSG00000171121,3,KCNMB3
ENSG00000103591,15,AAGAB
ENSG00000105723,19,GSK3A
ENSG00000179922,19,ZNF784
ENSG00000157077,1,ZFYVE9
ENSG00000181143,19,MUC16
ENSG00000135423,12,GLS2
ENSG00000235997,2,AC109642.1
ENSG00000234729,HSCHR6_MHC_COX,AGER
ENSG00000132256,11,TRIM5
ENSG00000163781,3,TOPBP1
ENSG00000213015,19,ZNF580
ENSG00000143379,1,SETDB1
ENSG00000132475,17,H3F3B
ENSG00000188176,17,SMTNL2
ENSG00000092020,14,PPP2R3C
ENSG00000085274,3,MYNN
ENSG00000224979,HSCHR6_MHC_APD,LSM2
ENSG00000170893,3,TRH
ENSG00000204394,6,VARS
ENSG00000197701,4,ZNF595
ENSG00000198937,6,CCDC167
ENSG00000171425,19,ZNF581
ENSG00000203446,7,AC004988.1
ENSG00000214021,3,TTLL3
ENSG00000038427,5,VCAN
ENSG00000177853,10,ZNF518A
ENSG00000230685,HSCHR6_MHC_COX,CLIC1
ENSG00000013016,2,EHD3
ENSG00000126062,3,TMEM115
ENSG00000196535,17,MYO18A
ENSG00000224116,7,INHBA-AS1
ENSG00000170929,19,OR1M1
ENSG00000178921,17,PFAS
ENSG00000228892,HSCHR6_MHC_SSTO,AGPAT1
ENSG00000196843,2,ARID5A
ENSG00000104529,8,EEF1D
ENSG00000170923,19,OR7G2
ENSG00000157828,Y,RPS4Y2
ENSG00000173581,19,CCDC106
ENSG00000100596,14,SPTLC2
ENSG00000184368,X,MAP7D2
ENSG00000226704,HSCHR6_MHC_APD,HSPA1L
ENSG00000183963,22,SMTN
ENSG00000160447,9,PKN3
ENSG00000127837,2,AAMP
ENSG00000025796,6,SEC63
ENSG00000049319,2,SRD5A2
ENSG00000184924,2,PTRHD1
ENSG00000039068,16,CDH1
ENSG00000186777,4,ZNF732
ENSG00000129757,11,CDKN1C
ENSG00000234623,HSCHR6_MHC_DBB,MOG
ENSG00000227587,HSCHR6_MHC_COX,ATP6V1G2
ENSG00000173221,5,GLRX
ENSG00000235941,HSCHR6_MHC_APD,HSPA1A
ENSG00000188811,13,NHLRC3
ENSG00000130803,19,ZNF317
ENSG00000269215,5,AC008964.1
ENSG00000112139,6,MDGA1
ENSG00000165891,12,E2F7
ENSG00000187626,6,ZKSCAN4
ENSG00000011258,17,MBTD1
ENSG00000145451,4,GLRA3
ENSG00000232804,HSCHR6_MHC_APD,HSPA1B
ENSG00000185418,15,TARSL2
ENSG00000157578,21,LCA5L
ENSG00000233418,HSCHR6_MHC_DBB,DHX16
ENSG00000132639,20,SNAP25
ENSG00000076356,1,PLXNA2
ENSG00000234617,3,SNRK-AS1
ENSG00000127947,7,PTPN12
ENSG00000158125,2,XDH
ENSG00000213373,17,LINC00671
ENSG00000153157,6,SYCP2L
ENSG00000113600,5,C9
ENSG00000150779,11,TIMM8B
ENSG00000101972,X,STAG2
ENSG00000104613,8,INTS10
ENSG00000112576,6,CCND3
ENSG00000211724,7,TRBV6-6
ENSG00000205045,17,SLFN12L
ENSG00000105486,19,LIG1
ENSG00000254827,11,SLC22A18AS
ENSG00000172752,3,COL6A5
ENSG00000260502,HG79_PATCH,CACFD1
ENSG00000144749,3,LRIG1
ENSG00000242759,3,LINC00882
ENSG00000107201,9,DDX58
ENSG00000107672,10,NSMCE4A
ENSG00000204370,11,SDHD
ENSG00000138092,2,CENPO
ENSG00000188000,19,OR7D2
ENSG00000174667,19,OR7D4
ENSG00000154222,1,CC2D1B
ENSG00000211716,7,TRBV9
ENSG00000159433,15,STARD9
ENSG00000183311,HSCHR6_MHC_QBL,TUBB
ENSG00000166189,10,HPS6
ENSG00000105722,19,ERF
ENSG00000159917,19,ZNF235
ENSG00000077312,19,SNRPA
ENSG00000196110,19,ZNF699
ENSG00000182718,15,ANXA2
ENSG00000234899,17,SOX9-AS1
ENSG00000133103,13,COG6
ENSG00000165633,10,VSTM4
ENSG00000107951,10,MTPAP
ENSG00000230873,6,STMND1
ENSG00000108231,10,LGI1
ENSG00000228691,HSCHR6_MHC_APD,NEU1
ENSG00000198728,10,LDB1
ENSG00000211747,7,TRBV20-1
ENSG00000141140,17,MYO19
ENSG00000137261,6,KIAA0319
ENSG00000262562,HSCHR19_1_CTG3,ZNF85
ENSG00000160446,9,ZDHHC12
ENSG00000255292,11,SDHD
ENSG00000221326,2,AL121652.1
ENSG00000148498,10,PARD3
ENSG00000185437,21,SH3BGR
ENSG00000183495,12,EP400
ENSG00000159915,19,ZNF233
ENSG00000144355,2,DLX1
ENSG00000112146,6,FBXO9
ENSG00000017373,17,SRCIN1
ENSG00000151224,10,MAT1A
ENSG00000263802,2,AL121655.1
ENSG00000110628,11,SLC22A18
ENSG00000227036,17,LINC00511
ENSG00000099889,22,ARVCF
ENSG00000204852,12,TCTN1
ENSG00000188321,19,ZNF559
ENSG00000106605,7,BLVRA
ENSG00000146802,7,TMEM168
ENSG00000124207,20,CSE1L
ENSG00000063244,19,U2AF2
ENSG00000140199,15,SLC12A6
ENSG00000263249,HSCHR19_1_CTG3,ZNF430
ENSG00000167491,19,GATAD2A
ENSG00000170633,12,RNF34
ENSG00000141068,17,KSR1
ENSG00000135083,5,CCNJL
ENSG00000103599,15,IQCH
ENSG00000062370,19,ZNF112
ENSG00000183778,21,B3GALT5
ENSG00000189134,6,NKAPL
ENSG00000140326,15,CDAN1
ENSG00000155329,5,ZCCHC10
ENSG00000160445,9,ZER1
ENSG00000198496,17,NBR2
ENSG00000108733,17,PEX12
ENSG00000169504,1,CLIC4
ENSG00000173674,X,EIF1AX
ENSG00000106462,7,EZH2
ENSG00000137338,6,PGBD1
ENSG00000156990,3,RPUSD3
ENSG00000011198,3,ABHD5
ENSG00000049130,12,KITLG
ENSG00000138381,2,ASNSD1
ENSG00000112183,6,RBM24
ENSG00000157343,6,ARMC12
ENSG00000183067,21,IGSF5
ENSG00000145861,5,C1QTNF2
ENSG00000158985,5,CDC42SE2
ENSG00000235336,HSCHR6_MHC_APD,SLC44A4
ENSG00000214087,17,ARL16
ENSG00000138834,16,MAPK8IP3
ENSG00000266311,17,AC007952.4
ENSG00000149923,16,PPP4C
ENSG00000204583,12,LRCOL1
ENSG00000197579,9,TOPORS
ENSG00000002919,17,SNX11
ENSG00000144847,3,IGSF11
ENSG00000159399,2,HK2
ENSG00000222899,14,AL110292.1
ENSG00000132274,11,TRIM22
ENSG00000029534,8,ANK1
ENSG00000145725,5,PPIP5K2
ENSG00000183036,21,PCP4
ENSG00000150907,13,FOXO1
ENSG00000146072,6,TNFRSF21
ENSG00000008118,1,CAMK1G
ENSG00000185404,2,SP140L
ENSG00000129083,11,COPB1
ENSG00000165264,9,NDUFB6
ENSG00000196586,6,MYO6
ENSG00000258548,14,LINC00645
ENSG00000062582,7,MRPS24
ENSG00000235109,6,ZSCAN31
ENSG00000161905,17,ALOX15
ENSG00000167992,11,VWCE
ENSG00000261857,19,MIA
ENSG00000102738,13,MRPS31
ENSG00000103047,16,TANGO6
ENSG00000080709,5,KCNN2
ENSG00000227277,HSCHR6_MHC_SSTO,RNF5
ENSG00000162989,2,KCNJ3
ENSG00000168594,4,ADAM29
ENSG00000148680,10,HTR7
ENSG00000131127,4,ZNF141
ENSG00000188522,17,FAM83G
ENSG00000012779,10,ALOX5
ENSG00000233796,12,AC089999.1
ENSG00000079432,19,CIC
ENSG00000107021,9,TBC1D13
ENSG00000261768,HG79_PATCH,SLC2A6
ENSG00000118985,5,ELL2
ENSG00000138031,2,ADCY3
ENSG00000270672,7,MTRNR2L6
ENSG00000148734,10,NPFFR1
ENSG00000096080,6,MRPS18A
ENSG00000115993,2,TRAK2
ENSG00000177189,X,RPS6KA3
ENSG00000085840,1,ORC1
ENSG00000170788,10,DYDC1
ENSG00000102743,13,SLC25A15
ENSG00000167578,19,RAB4B
ENSG00000143418,1,CERS2
ENSG00000182903,4,ZNF721
ENSG00000187288,3,CIDEC
ENSG00000171587,21,DSCAM
ENSG00000106608,7,URGCP
ENSG00000184719,10,RNLS
ENSG00000196878,1,LAMB3
ENSG00000185133,22,INPP5J
ENSG00000091513,3,TF
ENSG00000100601,14,ALKBH1
ENSG00000214128,7,TMEM213
ENSG00000153234,2,NR4A2
ENSG00000036530,14,CYP46A1
ENSG00000172538,10,FAM170B
ENSG00000128881,15,TTBK2
ENSG00000214145,3,LINC00887
ENSG00000178093,19,TSSK6
ENSG00000121864,3,ZNF639
ENSG00000164609,5,SLU7
ENSG00000150625,4,GPM6A
ENSG00000231419,7,LINC00689
ENSG00000233058,3,LINC00884
ENSG00000125863,20,MKKS
ENSG00000103044,16,HAS3
ENSG00000171135,3,JAGN1
ENSG00000120690,13,ELF1
ENSG00000011260,17,UTP18
ENSG00000231770,3,TMEM44-AS1
ENSG00000183597,22,TANGO2
ENSG00000154016,17,GRAP
ENSG00000196975,2,ANXA4
ENSG00000267508,19,ZNF285
ENSG00000084764,2,MAPRE3
ENSG00000119705,14,SLIRP
ENSG00000119004,2,CYP20A1
ENSG00000125449,17,ARMC7
ENSG00000163872,3,YEATS2
ENSG00000018510,2,AGPS
ENSG00000134748,1,PRPF38A
ENSG00000167136,9,ENDOG
ENSG00000071553,X,ATP6AP1
ENSG00000153071,5,DAB2
ENSG00000173769,3,TOPAZ1
ENSG00000149346,20,SLX4IP
ENSG00000151687,2,ANKAR
ENSG00000186010,19,NDUFA13
ENSG00000111737,12,RAB35
ENSG00000167383,19,ZNF229
ENSG00000119042,2,SATB2
ENSG00000123689,1,G0S2
ENSG00000120688,13,WBP4
ENSG00000149922,16,TBX6
ENSG00000113492,5,AGXT2
ENSG00000174227,4,PIGG
ENSG00000129084,11,PSMA1
ENSG00000063245,19,EPN1
ENSG00000198087,6,CD2AP
ENSG00000137074,9,APTX
ENSG00000114982,2,KANSL3
ENSG00000117594,1,HSD11B1
ENSG00000076382,17,SPAG5
ENSG00000101384,20,JAG1
ENSG00000066117,12,SMARCD1
ENSG00000175497,2,DPP10
ENSG00000188324,12,OR6C6
ENSG00000103024,16,NME3
ENSG00000167384,19,ZNF180
ENSG00000125337,6,KIF25
ENSG00000206480,HSCHR6_MHC_QBL,FLOT1
ENSG00000213139,3,CRYGS
ENSG00000172058,5,SERF1A
ENSG00000257207,2,LIMS3
ENSG00000172932,11,ANKRD13D
ENSG00000168802,16,CHTF8
ENSG00000211752,7,TRBV27
ENSG00000188629,19,ZNF177
ENSG00000163701,3,IL17RE
ENSG00000211753,7,TRBV28
ENSG00000149970,X,CNKSR2
ENSG00000007402,3,CACNA2D2
ENSG00000156639,6,ZFAND3
ENSG00000232869,7,TRBV29-1
ENSG00000234530,HSCHR6_MHC_COX,NFKBIL1
ENSG00000091409,2,ITGA6
ENSG00000141456,17,PELP1
ENSG00000232045,HSCHR6_MHC_APD,EHMT2
ENSG00000179152,3,TCAIM
ENSG00000229802,HSCHR6_MHC_DBB,SLC39A7
ENSG00000159459,15,UBR1
ENSG00000122778,7,KIAA1549
ENSG00000185792,19,NLRP9
ENSG00000183808,8,RBM12B
ENSG00000116127,2,ALMS1
ENSG00000188825,17,LINC00910
ENSG00000181023,11,OR56B1
ENSG00000181074,11,OR52N4
ENSG00000262279,HG306_PATCH,NCAM1
ENSG00000133665,10,DYDC2
ENSG00000181009,11,OR52N5
ENSG00000182240,21,BACE2
ENSG00000113838,3,TBCCD1
ENSG00000269858,19,EGLN2
ENSG00000138942,22,RNF185
ENSG00000090238,16,YPEL3
ENSG00000125899,20,C20orf187
ENSG00000250067,19,YJEFN3
ENSG00000107949,10,BCCIP
ENSG00000153303,6,FRMD1
ENSG00000074071,16,MRPS34
ENSG00000216588,19,IGSF23
ENSG00000204140,6,CLPSL1
ENSG00000170606,5,HSPA4
ENSG00000211766,7,TRBJ2-2P
ENSG00000211767,7,TRBJ2-3
ENSG00000176273,10,SLC35G1
ENSG00000124214,20,STAU1
ENSG00000141434,18,MEP1B
ENSG00000138660,4,AP1AR
ENSG00000185359,17,HGS
ENSG00000009790,1,TRAF3IP3
ENSG00000113658,5,SMAD5
ENSG00000152503,5,TRIM36
ENSG00000204022,10,LIPJ
ENSG00000150782,11,IL18
ENSG00000132640,20,BTBD3
ENSG00000211771,7,TRBJ2-7
ENSG00000233509,3,ZNF197-AS1
ENSG00000067066,2,SP100
ENSG00000165572,13,KBTBD6
ENSG00000211772,7,TRBC2
ENSG00000184478,11,OR56A3
ENSG00000171757,3,LRRC34
ENSG00000143412,1,ANXA9
ENSG00000120696,13,KBTBD7
ENSG00000255399,12,TBX5-AS1
ENSG00000183054,2,RGPD6
ENSG00000175426,5,PCSK1
ENSG00000164604,7,GPR85
ENSG00000145817,5,YIPF5
ENSG00000197705,18,KLHL14
ENSG00000232455,3,LARS2-AS1
ENSG00000197774,16,EME2
ENSG00000237405,HSCHR6_MHC_SSTO,AGER
ENSG00000230530,3,LIMD1-AS1
ENSG00000161405,17,IKZF3
ENSG00000089094,12,KDM2B
ENSG00000073008,19,PVR
ENSG00000179873,19,NLRP11
ENSG00000211990,14,AL117209.1
ENSG00000263203,16,CHTF8
ENSG00000266447,3,AC046143.2
ENSG00000221718,3,AC046143.1
ENSG00000132478,17,UNK
ENSG00000120662,13,MTRF1
ENSG00000150783,11,TEX12
ENSG00000125458,17,NT5C
ENSG00000238130,HSCHR6_MHC_COX,LTA
ENSG00000172830,11,SSH3
ENSG00000164889,7,SLC4A2
ENSG00000164953,8,TMEM67
ENSG00000137270,6,GCM1
ENSG00000067798,12,NAV3
ENSG00000174652,19,ZNF266
ENSG00000251533,14,LINC00605
ENSG00000262845,HSCHR17_4_CTG4,KRT40
ENSG00000239117,14,AL161669.1
ENSG00000272790,11,AP002884.3
ENSG00000006125,17,AP2B1
ENSG00000106123,7,EPHB6
ENSG00000237900,HSCHR6_MHC_COX,ZBTB12
ENSG00000189227,15,C15orf61
ENSG00000182541,22,LIMK2
ENSG00000125878,20,TCF15
ENSG00000162032,16,SPSB3
ENSG00000135541,6,AHI1
ENSG00000185915,X,KLHL34
ENSG00000183844,21,FAM3B
ENSG00000271303,20,SRXN1
ENSG00000012660,6,ELOVL5
ENSG00000181322,3,NME9
ENSG00000225312,HSCHR6_MHC_DBB,HSD17B8
ENSG00000150627,4,WDR17
ENSG00000102886,16,GDPD3
ENSG00000091482,X,SMPX
ENSG00000183389,11,OR56A4
ENSG00000180934,11,OR56A1
ENSG00000183826,6,BTBD9
ENSG00000230266,3,XXYLT1-AS2
ENSG00000145365,4,TIFA
ENSG00000178150,19,ZNF114
ENSG00000184954,12,OR6C70
ENSG00000197580,11,BCO2
ENSG00000264677,10,AL355490.2
ENSG00000239754,HSCHR6_MHC_COX,CFB
ENSG00000227356,10,LINC00866
ENSG00000101276,20,SLC52A3
ENSG00000164488,6,DACT2
ENSG00000136802,9,LRRC8A
ENSG00000180878,11,C11orf42
ENSG00000012174,X,MBTPS2
ENSG00000162757,1,C1orf74
ENSG00000078967,7,UBE2D4
ENSG00000158987,5,RAPGEF6
ENSG00000119777,2,TMEM214
ENSG00000166960,18,CCDC178
ENSG00000228157,17,AC007952.5
ENSG00000086061,9,DNAJA1
ENSG00000148840,10,PPRC1
ENSG00000262377,HG306_PATCH,TTC12
ENSG00000148688,10,RPP30
ENSG00000234000,HSCHR6_MHC_DBB,PPP1R18
ENSG00000117595,1,IRF6
ENSG00000127838,2,PNKD
ENSG00000137764,15,MAP2K5
ENSG00000066629,14,EML1
ENSG00000125898,20,FAM110A
ENSG00000130640,10,TUBGCP2
ENSG00000112186,6,CAP2
ENSG00000175482,11,POLD4
ENSG00000051009,11,FAM160A2
ENSG00000112562,6,SMOC2
ENSG00000198028,19,ZNF560
ENSG00000230797,X,YY2
ENSG00000170439,12,METTL7B
ENSG00000101280,20,ANGPT4
ENSG00000106290,7,TAF6
ENSG00000175445,8,LPL
ENSG00000150628,4,SPATA4
ENSG00000189152,17,GRAPL
ENSG00000138193,10,PLCE1
ENSG00000175287,9,PHYHD1
ENSG00000076067,12,RBMS2
ENSG00000177338,17,LINC00469
ENSG00000175505,11,CLCF1
ENSG00000081087,6,OSTM1
ENSG00000162959,2,MEMO1
ENSG00000073331,4,ALPK1
ENSG00000130818,19,ZNF426
ENSG00000102172,X,SMS
ENSG00000234721,17,AC125421.1
ENSG00000100100,22,PIK3IP1
ENSG00000164122,4,ASB5
ENSG00000172766,13,NAA16
ENSG00000260852,16,FBXL19-AS1
ENSG00000172731,10,LRRC20
ENSG00000183486,21,MX2
ENSG00000156113,10,KCNMA1
ENSG00000101282,20,RSPO4
ENSG00000167986,11,DDB1
ENSG00000262852,HG388_HG400_PATCH,HSPB2
ENSG00000228520,HSCHR6_MHC_DBB,RING1
ENSG00000261124,16,AC135050.5
ENSG00000136754,10,ABI1
ENSG00000252809,16,AC135050.1
ENSG00000258289,14,CHURC1
ENSG00000160161,19,CILP2
ENSG00000262600,HG388_HG400_PATCH,C11orf52
ENSG00000197961,19,ZNF121
ENSG00000229341,HSCHR6_MHC_APD,TNXB
ENSG00000115226,2,FNDC4
ENSG00000196465,12,MYL6B
ENSG00000172062,5,SMN1
ENSG00000122692,9,SMU1
ENSG00000095906,16,NUBP2
ENSG00000105483,19,CARD8
ENSG00000237335,HSCHR6_MHC_COX,PFDN6
ENSG00000206478,HSCHR6_MHC_QBL,IER3
ENSG00000089876,10,DHX32
ENSG00000238056,HSCHR6_MHC_APD,PRRT1
ENSG00000150787,11,PTS
ENSG00000125818,20,PSMF1
ENSG00000186567,19,CEACAM19
ENSG00000183775,5,KCTD16
ENSG00000262277,HG388_HG400_PATCH,DIXDC1
ENSG00000164611,5,PTTG1
ENSG00000172613,11,RAD9A
ENSG00000105717,19,PBX4
ENSG00000138443,2,ABI2
ENSG00000108588,17,CCDC47
ENSG00000129128,4,SPCS3
ENSG00000116157,1,GPX7
ENSG00000265002,15,AC026495.1
ENSG00000082146,2,STRADB
ENSG00000143469,1,SYT14
ENSG00000166947,15,EPB42
ENSG00000186340,6,THBS2
ENSG00000197283,6,SYNGAP1
ENSG00000113384,5,GOLPH3
ENSG00000107968,10,MAP3K8
ENSG00000100105,22,PATZ1
ENSG00000262942,HSCHR19_3_CTG3,ZNF676
ENSG00000177354,10,C10orf71
ENSG00000257365,14,FNTB
ENSG00000141431,18,ASXL3
ENSG00000174796,4,THAP6
ENSG00000175066,3,GK5
ENSG00000228425,HSCHR6_MHC_DBB,VPS52
ENSG00000229325,3,ACAP2-IT1
ENSG00000180834,3,MAP6D1
ENSG00000150630,4,VEGFC
ENSG00000155660,7,PDIA4
ENSG00000188771,11,PLET1
ENSG00000121104,17,FAM117A
ENSG00000144867,3,SRPRB
ENSG00000064547,19,LPAR2
ENSG00000136206,7,SPDYE1
ENSG00000132259,11,CNGA4
ENSG00000236333,12,TRHDE-AS1
ENSG00000162377,1,COA7
ENSG00000169962,1,TAS1R3
ENSG00000137413,6,TAF8
ENSG00000102882,16,MAPK3
ENSG00000172671,10,ZFAND4
ENSG00000171132,2,PRKCE
ENSG00000139318,12,DUSP6
ENSG00000250317,4,SMIM20
ENSG00000125895,20,TMEM74B
ENSG00000220989,3,AC063944.1
ENSG00000154975,17,CA10
ENSG00000148730,10,EIF4EBP2
ENSG00000203879,X,GDI1
ENSG00000175283,9,DOLK
ENSG00000086062,9,B4GALT1
ENSG00000171109,3,MFN1
ENSG00000168807,16,SNTB2
ENSG00000213892,19,CEACAM16
ENSG00000215595,20,C20orf202
ENSG00000171595,17,DNAI2
ENSG00000157601,21,MX1
ENSG00000162378,1,ZYG11B
ENSG00000182117,15,NOP10
ENSG00000156574,10,NODAL
ENSG00000107404,1,DVL1
ENSG00000153233,12,PTPRR
ENSG00000099769,16,IGFALS
ENSG00000138769,4,CDKL2
ENSG00000185721,22,DRG1
ENSG00000236649,HSCHR6_MHC_APD,PPT2
ENSG00000244588,20,RAD21L1
ENSG00000107719,10,PALD1
ENSG00000114638,3,UPK1B
ENSG00000172296,20,SPTLC3
ENSG00000122145,X,TBX22
ENSG00000110148,11,CCKBR
ENSG00000102174,X,PHEX
ENSG00000204392,6,LSM2
ENSG00000184507,15,NUTM1
ENSG00000082497,1,SERTAD4
ENSG00000095319,9,NUP188
ENSG00000128191,22,DGCR8
ENSG00000221457,3,AC092958.1
ENSG00000150722,2,PPP1R1C
ENSG00000149294,11,NCAM1
ENSG00000235397,17,EPN2-AS1
ENSG00000227695,10,DNMBP-AS1
ENSG00000184465,6,WDR27
ENSG00000100603,14,SNW1
ENSG00000227078,17,AC004448.2
ENSG00000135424,12,ITGA7
ENSG00000141293,17,SKAP1
ENSG00000235314,7,LINC00957
ENSG00000089639,19,GMIP
ENSG00000137842,15,TMEM62
ENSG00000180644,10,PRF1
ENSG00000239718,3,HLTF-AS1
ENSG00000118322,5,ATP10B
ENSG00000163702,3,IL17RC
ENSG00000236843,HSCHR6_MHC_DBB,NRM
ENSG00000164190,5,NIPBL
ENSG00000101298,20,SNPH
ENSG00000176454,15,LPCAT4
ENSG00000063854,16,HAGH
ENSG00000258735,14,LINC00637
ENSG00000151176,12,PLBD2
ENSG00000102760,13,RGCC
ENSG00000069399,19,BCL3
ENSG00000203995,1,ZYG11A
ENSG00000128694,2,OSGEPL1
ENSG00000125434,17,SLC25A35
ENSG00000136279,7,DBNL
ENSG00000101230,20,ISM1
ENSG00000138162,10,TACC2
ENSG00000171853,2,TRAPPC12
ENSG00000115350,2,POLE4
ENSG00000197362,7,ZNF786
ENSG00000107262,9,BAG1
ENSG00000224769,3,AC069213.1
ENSG00000138757,4,G3BP2
ENSG00000168961,17,LGALS9
ENSG00000092929,17,UNC13D
ENSG00000124767,6,GLO1
ENSG00000054392,1,HHAT
ENSG00000111581,12,NUP107
ENSG00000165186,X,PTCHD1
ENSG00000256206,11,PSMA1
ENSG00000240423,3,LINC00636
